text,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate,original_language
"Lavar, cortar y secar, por favor.",spa,0,0,0,0,0,0,0,0,0,spa
கொடுங்கரடி ஒன்று சைபீரியப் புலியொன்றை விட பருமனில் பெரிது எனினும் சைபீரியப் புலி கொடுங்கரடியை விட அதிக வேகமானது.,tam,0,0,0,0,0,0,0,0,0,tam
तुम इन पैसों के साथ क्या करोगे?,hin,0,0,0,0,0,0,0,0,0,hin
काश कल बारिश हो जाए।,hin,0,0,0,0,0,0,0,0,0,hin
他儿子小时候就死于癌症了。,cmn,1,0,0,0,0,0,0,0,1,cmn
¿A qué hora puedes venir?,spa,0,0,0,0,0,0,0,0,0,spa
उसकी कहानी ने मुझे हमारे बच्चेपन की खुशहाली याद दिलाई।,hin,1,0,0,0,0,0,0,0,1,hin
When do we arrive?,eng,0,0,0,0,0,0,0,0,0,eng
मुझे नौकरी से निकाला नहीं गया। मैंने खुद ही नौकरी छोड़ दी।,hin,0,0,0,1,0,0,0,0,1,hin
मैं तुमसे ज़्यादा खूबसूरत हूँ।,hin,0,0,0,0,0,0,0,0,0,hin
He was a benevolent old man who volunteered to mow his neighbors' lawns for free.,eng,0,0,1,0,0,0,0,0,1,eng
शुरू हो रहा है।,hin,0,0,0,0,0,0,0,0,0,hin
No le conozco.,spa,0,0,0,0,0,0,0,0,0,spa
Son las diez en punto.,spa,1,0,0,0,0,0,0,0,1,spa
कल तीन आदमी जेल से भाग गए।,hin,0,0,1,0,0,0,0,0,1,hin
Es peligroso jugar cerca del fuego.,spa,0,0,0,0,0,0,0,0,0,spa
उसने कुछ मिनटों के लिए सोचा।,hin,0,0,0,0,0,0,0,0,0,hin
आप कैसे हैं?,hin,0,0,0,0,0,0,0,0,0,hin
Perdimos al hombre entre la muchedumbre.,spa,0,0,1,0,0,0,0,0,1,spa
It's presumptuous for humans to assume that our task is to do what only God can do.,eng,0,0,1,0,0,0,0,0,1,eng
我太愚蠢了...我竟然试着给你解释我自己都不懂的东西。,cmn,0,0,1,0,0,1,0,0,1,cmn
छत पर जो चिड़िया बैठी है वह एक कौआ है।,hin,0,0,0,0,0,0,0,0,0,hin
You must work more.,eng,0,0,0,0,0,0,0,0,0,eng
你只要在这里写下你的姓名和地址就行了。,cmn,0,0,0,0,0,0,0,0,0,cmn
Es la cosa más estúpida que he dicho nunca.,spa,0,0,1,0,0,1,0,0,1,spa
世界就是一个疯子的囚笼。,cmn,0,0,0,0,0,0,0,0,0,cmn
Allen是个诗人。,cmn,0,0,0,0,0,0,0,0,0,cmn
मुझे अपनी एक अटैची मिल नहीं रही है।,hin,0,0,0,0,0,0,0,0,0,hin
Él tiene unos ingresos mensuales de 2000 dólares.,spa,0,0,0,0,0,0,0,0,0,spa
¿Realmente necesitas preguntar para saber la respuesta?,spa,0,0,0,0,0,0,0,0,0,spa
He's sleeping like a baby.,eng,0,0,0,0,0,0,0,0,0,eng
Estás despedido.,spa,0,0,0,0,0,0,0,0,0,spa
"¡Oh, mis pantalones blancos! Eran nuevos.",spa,0,0,0,1,0,0,0,0,1,spa
Si yo pudiera ser así...,spa,1,0,0,0,0,0,0,0,1,spa
No se levantó temprano.,spa,0,0,0,0,0,0,0,0,0,spa
You ought to be ashamed.,eng,0,0,0,0,0,0,0,0,0,eng
इस आदमी के पास बहुत सारे कर्ज़ हैं।,hin,0,0,1,0,0,0,0,0,1,hin
वह कामयाब होना चाहता था।,hin,0,0,0,0,0,0,0,0,0,hin
वह हफ़्ते में एक बार बाज़ार जाती थी।,hin,0,0,0,0,0,0,0,0,0,hin
Tom打电话给我的时候，我正要离开家。,cmn,0,0,0,0,0,0,0,0,0,cmn
Me mantengo en forma trotando todas las mañanas.,spa,0,0,0,0,0,0,0,0,0,spa
लकड़ी से बनी इमारतों में आग आसानी से लग जाती है।,hin,1,0,0,0,0,0,0,0,1,hin
我们在下个加油站停一下。,cmn,0,0,0,0,0,0,0,0,0,cmn
Sometimes he has difficulty being articulate about his views.,eng,0,0,0,0,0,0,0,0,0,eng
Anything that is too stupid to be spoken is sung.,eng,0,0,1,0,0,1,0,0,1,eng
You can bank on that.,eng,0,0,0,0,0,0,0,0,0,eng
कहा जाता है कि वह दुनिया में सबसे अमीर आदमी है।,hin,0,0,1,0,0,0,0,0,1,hin
You must be less impatient.,eng,0,0,0,0,0,0,0,0,0,eng
No pudieron nadar porque hizo mal tiempo.,spa,1,0,0,0,0,0,0,0,1,spa
हमारी ट्रेन अचानक रुक गई।,hin,1,0,0,0,0,0,0,0,1,hin
我跟父母住在一起.,cmn,0,0,0,0,0,0,0,0,0,cmn
वह कौनसी चिड़िया है?,hin,0,0,0,0,0,0,0,0,0,hin
我不知道，也不想知道。,cmn,0,0,0,0,0,0,0,0,0,cmn
Él no se ha abierto en lo absoluto con sus colegas.,spa,0,0,0,0,0,0,0,0,0,spa
How did you come up with this crazy idea?,eng,0,0,1,0,0,1,0,0,1,eng
How long will you stay here?,eng,0,0,0,0,0,0,0,0,0,eng
"Si encontráis cosas que os interesen mutuamente, podréis llevaros bien.",spa,0,0,0,0,0,0,0,0,0,spa
Comencemos desde la lección 3.,spa,0,0,0,0,0,0,0,0,0,spa
You are strong-minded.,eng,0,0,0,0,0,0,0,0,0,eng
"To the man who only has a hammer in the toolkit, every problem looks like a nail.",eng,0,0,1,0,0,0,0,0,1,eng
Una piedra rodante no junta musgo es un refrán.,spa,0,0,0,0,0,0,0,0,0,spa
El descanso es desde las 10:40h hasta las 11h.,spa,0,0,0,0,0,0,0,0,0,spa
We're going to eat a lot tonight so I hope you're not on a diet.,eng,1,0,0,0,0,0,0,0,1,eng
"A una mujer, cuyo marido está muerto, se le llama viuda.",spa,0,0,1,0,0,0,0,0,1,spa
—¿Cuál es tu deseo? —preguntó el pequeño conejo blanco.,spa,0,0,0,1,0,0,0,0,1,spa
自从手术后，我父亲一直处于良好的状态。,cmn,0,0,0,0,0,0,0,0,0,cmn
सीढ़ी को दीवार के साथ खड़ा करो।,hin,0,0,0,0,0,0,0,0,0,hin
比起歌舞伎，我更喜欢能乐表演，因为我觉得后者比前者优雅。,cmn,0,0,0,0,0,0,0,0,0,cmn
तुम हमारे साथ आओगे क्या?,hin,1,0,0,0,0,0,0,0,1,hin
我们去滑雪怎么样？,cmn,0,0,0,0,0,0,0,0,0,cmn
हमे पर्यावरण की रक्षा करने की कोशिश करनी चाहिए।,hin,0,0,0,0,0,0,0,0,0,hin
"El hombre propone, Dios dispone.",spa,0,0,1,0,0,0,0,0,1,spa
她邀请我们去她的生日派对。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Until you make peace with who you are, you'll never be content with what you have.",eng,0,0,0,0,0,0,0,0,0,eng
Sólo puedo esperar.,spa,0,0,0,0,0,0,0,0,0,spa
La vida es bella.,spa,0,0,0,0,0,0,0,0,0,spa
How many times a month do you write home?,eng,0,0,1,0,0,0,0,0,1,eng
हमारे पास कितनी कटोरियाँ हैं?,hin,1,0,0,0,0,0,0,0,1,hin
他认识很多人。,cmn,0,0,0,0,0,0,0,0,0,cmn
उस लड़की को खतरे के बारे में पता था।,hin,0,0,0,0,0,0,0,0,0,hin
हमे अंदर जाने से पहले जूते उतारने होंगे।,hin,0,0,0,0,0,0,0,0,0,hin
昨天我去河边钓鱼了。,cmn,0,0,0,0,0,0,0,0,0,cmn
Vamos a pedir que nos hagan una foto.,spa,0,0,0,0,0,0,0,0,0,spa
सौ अरब लोग अंग्रेज़ी बोलते हैं।,hin,0,0,0,0,0,0,0,0,0,hin
我能吃这只橙子吗？,cmn,0,0,0,0,0,0,0,0,0,cmn
टॉम और मैं दोस्त हैं।,hin,0,0,0,0,0,0,0,0,0,hin
वे आदमी शेरों का शिकार करने निकले।,hin,0,0,1,0,0,0,0,0,1,hin
Nadie puede decir lo que pasará en el futuro.,spa,1,0,0,0,0,0,0,0,1,spa
I have too many things on my mind these days.,eng,0,0,1,0,0,0,0,0,1,eng
Which bed do you want to use?,eng,0,0,0,0,0,0,0,0,0,eng
You must admit that you are in the wrong.,eng,0,0,0,0,0,0,0,0,0,eng
Me sorprende constantemente lo estúpido que puede ser.,spa,0,0,0,0,0,0,0,0,0,spa
他发誓要戒烟。,cmn,0,0,0,0,0,0,0,0,0,cmn
Terminamos el trabajo un poco antes de las diez.,spa,1,0,0,0,0,0,0,0,1,spa
我不说日语。,cmn,0,0,0,0,0,0,0,0,0,cmn
“你想再来点咖啡吗？”“不，谢谢。我够了。”,cmn,0,0,0,0,0,0,0,0,0,cmn
"The news article painted the defendant as a guilty man, even though he had been proven innocent.",eng,0,0,1,0,0,0,0,0,1,eng
离这儿有多远？,cmn,0,0,0,0,0,0,0,0,0,cmn
“是谁？”“是你妈妈。”,cmn,0,0,0,0,0,0,0,0,0,cmn
It's about time you got here!,eng,0,0,0,0,0,0,0,0,0,eng
You've set a bad example.,eng,0,0,0,0,0,0,0,0,0,eng
Tiene la costumbre de dejar la puerta abierta.,spa,0,0,0,0,0,0,0,0,0,spa
वह औरत पैसेवाली लगती है।,hin,0,0,1,0,0,0,0,0,1,hin
Al salir de la estación vi a un hombre.,spa,0,0,1,0,0,0,0,0,1,spa
"He is, indeed, a man of his word.",eng,0,0,1,0,0,0,0,0,1,eng
They say love is blind.,eng,0,0,0,0,0,1,0,0,1,eng
Tom no es igual de perseverante que Bill.,spa,0,0,0,0,0,0,0,0,0,spa
उसने टोपी पहनी हुई है।,hin,0,0,0,0,0,0,0,0,0,hin
Los precios han subido en un 50% durante los últimos diez años.,spa,1,0,0,0,0,0,0,0,1,spa
वह अपनी ज़िंदगी को भारत में बीमारों का इलाज करने में समर्पित करना चाहता है।,hin,1,0,0,0,0,0,0,0,1,hin
她教我如何游泳。,cmn,0,0,0,0,0,0,0,0,0,cmn
How dare you speak like that!,eng,0,0,0,0,0,0,0,0,0,eng
खाना ठंडा हो रहा है।,hin,0,0,0,0,0,0,0,0,0,hin
Ella estaba ardiendo de fiebre.,spa,1,0,0,0,0,0,0,0,1,spa
Every man takes the limits of his own field of vision for the limits of the world.,eng,0,0,1,0,0,0,0,0,1,eng
क्या झूठ हमेशा बुरा होता है?,hin,0,0,0,0,0,0,0,0,0,hin
工厂的废料导致了严重的环境污染。,cmn,0,0,0,0,0,0,0,0,0,cmn
在这种天气下，我最好是待在家里而不要出去。,cmn,0,0,0,0,0,0,0,0,0,cmn
他来这里的目的是什么？,cmn,0,0,0,0,0,0,0,0,0,cmn
This is the boy I think about.,eng,0,0,0,0,0,0,0,0,0,eng
¿Qué? ¿Todavía no sabes conducir?,spa,0,0,0,0,0,0,0,0,0,spa
उसे विश्वास है कि वह इस प्रतियोगिता में अवश्य जीतेगा।,hin,0,0,0,0,0,0,0,0,0,hin
要做蛋糕，你要用到鸡蛋，黄油和糖。,cmn,0,0,0,0,0,0,0,0,0,cmn
मैंने अपना कमरा अभी अभी साफ़ किया है।,hin,1,0,0,0,0,0,0,0,1,hin
तुम्हारे खयाल से अम्रीका में फ़ुटबॉल लोकप्रिय क्यों नहीं है?,hin,0,0,0,0,0,0,0,0,0,hin
Volveré a las diez.,spa,1,0,0,0,0,0,0,0,1,spa
Not wanting is the same as having.,eng,0,0,0,0,0,0,0,0,0,eng
¿De verdad quieres eso? preguntó el pequeño conejo blanco.,spa,0,0,0,1,0,0,0,0,1,spa
मैं कमरे की सफ़ाई करूँ क्या?,hin,1,0,0,0,0,0,0,0,1,hin
Las microondas penetran en el interior de los alimentos.,spa,0,0,0,0,0,0,0,0,0,spa
मुझे उस आदमी से चिढ़ आती है।,hin,0,0,1,0,0,0,0,0,1,hin
El avión despegó hace diez minutos.,spa,1,0,0,0,0,0,0,0,1,spa
இருவருடங்களுக்கு பிறகு உங்களை பார்க்கிறேன் .,tam,0,0,0,0,0,0,0,0,0,tam
அவன் ஏரியில் நீச்சலடித்தான்,tam,0,0,0,0,0,0,0,0,0,tam
Caliente como una tostada.,spa,0,0,0,0,0,0,0,0,0,spa
如果我是你，我会在这种困难的情况下做同样的事。,cmn,0,0,0,0,0,0,0,0,0,cmn
京都的夏天很热。,cmn,0,0,0,0,0,0,0,0,0,cmn
"To win his audience, the speaker resorted to using rhetorical techniques he learned from his communication courses.",eng,1,0,0,0,0,0,0,0,1,eng
叫救护车。,cmn,0,0,0,0,0,0,0,0,0,cmn
दवाई पियो।,hin,0,0,0,0,0,0,0,0,0,hin
我工作累死了。,cmn,1,0,0,0,0,0,0,0,1,cmn
"चाबियों को फ़्रन्ट डेस्क से लेने के बाद, मैं लिफ़्ट लेकर अपने कमरे वाली मंज़िल तक गया।",hin,1,0,0,0,0,0,0,0,1,hin
अंदर आ जाओ।,hin,0,0,0,0,0,0,0,0,0,hin
"आओ, बैठो और अपने थके-हारे पैरों को आराम करने दो।",hin,0,0,0,0,0,0,0,0,0,hin
उसके टोक्यो आते ही मैं तुम्हें तुरंत फ़ोन करूँगी।,hin,0,0,0,0,0,0,0,0,0,hin
அது எங்களுடைய வீடு,tam,0,0,0,0,0,0,0,0,0,tam
这是我见过的最高的男人了。,cmn,0,0,1,0,0,0,0,0,1,cmn
"हमारे पास ग्राहक नहीं थे, तो हमने दुकान जल्दी बंद करदी।",hin,1,0,0,0,0,0,0,0,1,hin
You should have told him about it while he was here.,eng,0,0,0,0,0,0,0,0,0,eng
What do you learn?,eng,0,0,0,0,0,0,0,0,0,eng
चित भी मेरी पट भी मेरी।,hin,0,0,0,0,0,0,0,0,0,hin
I usually take a shower in the evening.,eng,0,0,0,0,0,0,0,0,0,eng
Do you live here?,eng,0,0,0,0,0,0,0,0,0,eng
मुझे इस पहाड़ के बारे में जानना है।,hin,0,0,0,0,0,0,0,0,0,hin
तुम्हारा कुत्ता बहुत मोटा है।,hin,0,0,0,0,0,0,0,0,0,hin
"Tomorrow, he will land on the moon.",eng,0,0,0,0,0,0,0,0,0,eng
"When I was your age, Pluto was a planet.",eng,0,0,0,0,0,0,0,0,0,eng
¿Has ordenado que limpien la habitación?,spa,0,0,0,0,0,0,0,0,0,spa
El policía agarró al hombre que iba corriendo.,spa,0,0,1,0,0,0,0,0,1,spa
Anoche hacía mucho calor y no pude dormir bien.,spa,0,0,0,0,0,0,0,0,0,spa
Ponme un poco de brandy en el té rojo.,spa,0,0,0,0,0,0,0,0,0,spa
"Generally, who visits their parents more, sons or daughters?",eng,0,0,0,0,0,0,0,0,0,eng
You needn't have gone to the trouble.,eng,0,0,0,0,0,0,0,0,0,eng
Your secret will be safe with me.,eng,0,0,0,0,0,0,0,0,0,eng
公园里有很多人。,cmn,0,0,0,0,0,0,0,0,0,cmn
Debes volver antes de las diez.,spa,1,0,0,0,0,0,0,0,1,spa
地球的外形和橙子相似。,cmn,0,0,0,0,0,0,0,0,0,cmn
¿Con quién hablo?,spa,0,0,0,0,0,0,0,0,0,spa
"Para muchas mujeres, el amor es lo primero.",spa,0,0,1,0,0,0,0,0,1,spa
过河拆桥。,cmn,0,0,0,0,0,0,0,0,0,cmn
You may use my new car.,eng,0,0,0,0,0,0,0,0,0,eng
¿Y si dieras un discurso y nadie viniera?,spa,1,0,0,0,0,0,0,0,1,spa
他给我讲述了他的一生。,cmn,0,0,0,0,0,0,0,0,0,cmn
我想你等我等到7点下班。,cmn,0,0,0,0,0,0,0,0,0,cmn
கடலில் தீவுகளில் உள்ளன.,tam,0,0,0,0,0,0,0,0,0,tam
भोपाल गैस त्रासदी में हज़ारों लोग मारे गए और आज भी लाखों लोग उस जहरीली गैस के दुर्प्रभावों से पीड़ित हैं।,hin,1,0,0,0,0,0,0,0,1,hin
我看见一个穿黑衣服的女人。,cmn,0,0,1,0,0,0,0,0,1,cmn
¿Por qué estás tan contento?,spa,0,0,0,0,0,0,0,0,0,spa
वह कितने दिनों से बीमार है?,hin,1,0,0,0,0,0,0,0,1,hin
这是一个例外。,cmn,0,0,0,0,0,0,0,0,0,cmn
जन्मदिन मुबारक हो!,hin,0,0,0,0,0,0,0,0,0,hin
"कल मेरा जन्मदिन है, और मैं सत्रह साल का हो जाऊँगा।",hin,0,0,0,0,0,0,0,0,0,hin
वह ज़्यादा तेज़ नहीं भाग सकता।,hin,0,0,0,0,0,0,0,0,0,hin
அது எனக்கு சுவாரஸ்யமாகத் தெரிகிறது!,tam,0,0,0,0,0,0,0,0,0,tam
मैं आपको थोड़ी देर बाद फ़ोन करूँगा।,hin,0,0,0,0,0,0,0,0,0,hin
Nadie sabrá.,spa,1,0,0,0,0,0,0,0,1,spa
हमारा स्वास्थ्य हमारी सबसे कीमती संपत्ति होती है।,hin,1,0,0,0,0,0,0,0,1,hin
Rosa Montero es una mujer extraordinaria.,spa,0,0,1,0,0,0,0,0,1,spa
祝你旅途愉快。,cmn,0,0,0,0,0,0,0,0,0,cmn
Those who know him like him.,eng,0,0,0,0,0,0,0,0,0,eng
病人随时会死。,cmn,1,0,0,0,0,0,0,0,1,cmn
我在旅行社工作.,cmn,0,0,0,0,0,0,0,0,0,cmn
我们的眼睛需要时间来适应黑暗。,cmn,0,0,0,0,0,0,0,0,0,cmn
有什么事是我该做的吗？,cmn,0,0,0,0,0,0,0,0,0,cmn
Cuando yo estaba en el instituto me levantaba a las 6 todas las mañanas.,spa,0,0,0,0,0,0,0,0,0,spa
इतनी रात को हमारे यहाँ क्यों आए हो?,hin,1,0,0,0,0,0,0,0,1,hin
पुरानी मेज़ अभी भी इस्तेमाल में है।,hin,0,0,0,0,0,0,0,0,0,hin
आदमी सत्तर प्रतिशत पानी का बना हुआ है।,hin,0,0,1,0,0,0,0,0,1,hin
Este tipo de revistas puede causarle un daño a la gente joven.,spa,0,0,0,0,0,0,0,0,0,spa
我对他的态度变了。,cmn,0,0,0,0,0,0,0,0,0,cmn
"When I left the train station, I saw a man.",eng,0,0,1,0,0,0,0,0,1,eng
Advertising may be described as the science of arresting the human intelligence long enough to get money from it.,eng,0,0,1,0,0,0,0,0,1,eng
मैं अपने पापा-मम्मी के वापस आने से पहले घर साफ़ करना चाहता हूँ।,hin,0,0,0,0,0,0,0,0,0,hin
我今天早上不想散步。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Quien ríe último, ríe mejor.",spa,0,0,0,0,0,0,0,0,0,spa
"Salgamos de aquí, los polis vienen.",spa,0,0,0,0,0,0,0,0,0,spa
旅行最快的方式是乘飞机。,cmn,0,0,0,0,0,0,0,0,0,cmn
Why do you accuse my son?,eng,0,0,0,0,0,0,0,0,0,eng
I was trying to kill time.,eng,1,0,0,0,0,0,0,0,1,eng
"Democracy is the worst form of government, except all the others that have been tried.",eng,0,0,0,0,0,0,0,0,0,eng
Fruits and vegetables are essential to a balanced diet.,eng,1,0,0,0,0,0,0,0,1,eng
हम संगीत की पढ़ाई करते हैं।,hin,0,0,0,0,0,0,0,0,0,hin
Él casó a su hija con un hombre rico.,spa,0,0,1,0,0,0,0,0,1,spa
That's because you're a girl.,eng,0,0,0,0,0,0,0,0,0,eng
Pone muchos deberes.,spa,0,0,0,0,0,0,0,0,0,spa
நான் அவர்களிடம் சொல்லவில்லை.,tam,0,0,0,0,0,0,0,0,0,tam
राष्ट्रपति ने अचानक से अपना त्यागपत्र सौंप दिया।,hin,0,0,0,0,0,0,0,0,0,hin
He was sick of being vilified all the time by people who were jealous of his ability.,eng,0,0,0,0,0,0,0,0,0,eng
उसके दिए गए कारण को समझना मुश्किल है।,hin,0,0,0,0,0,0,0,0,0,hin
我会帮你应急处理一下。,cmn,0,0,0,0,0,0,0,0,0,cmn
教英语是他的职业。,cmn,0,0,0,0,0,0,0,0,0,cmn
They are waiting for you in front of the door.,eng,0,0,0,0,0,0,0,0,0,eng
No le voy a poner un revólver en la cabeza a nadie por quedarme en Barcelona.,spa,1,0,0,0,0,0,0,0,1,spa
Los hombres estamos acostumbrados a esperar a las mujeres.,spa,0,0,1,0,0,0,0,0,1,spa
हाँ।,hin,0,0,0,0,0,0,0,0,0,hin
你乘飞机还是乘火车去？,cmn,0,0,0,0,0,0,0,0,0,cmn
You're an angel!,eng,0,0,0,0,0,0,0,0,0,eng
雨下了一周。,cmn,0,0,0,0,0,0,0,0,0,cmn
मैं इस तरह की ज़िन्दगी को जीकर थक गया हूँ।,hin,0,0,0,0,0,0,0,0,0,hin
The functions sine and cosine take values between -1 and 1 (-1 and 1 included).,eng,0,0,0,0,0,0,0,0,0,eng
Tienes razón.,spa,0,0,0,0,0,0,0,0,0,spa
यह एक बहुत ही नाज़ुक सवाल है।,hin,0,0,0,0,0,0,0,0,0,hin
"If you studied hard, you would get good marks.",eng,1,0,0,0,0,0,0,0,1,eng
Mike es el único hombre del comité.,spa,0,0,1,0,0,0,0,0,1,spa
—¿Qué pasa? —preguntó el pequeño conejo blanco.,spa,0,0,0,1,0,0,0,0,1,spa
Él encontró mi bicicleta.,spa,0,0,0,0,0,0,0,0,0,spa
What if you gave a speech and nobody came?,eng,0,0,0,0,0,0,0,0,0,eng
Hay 1000 películas que hay que ver antes de morir.,spa,1,0,0,0,0,0,0,0,1,spa
"¿Qué significa O.V.N.I? ""Significa Objeto Volador No Identificado, creo""",spa,0,0,0,0,0,0,0,0,0,spa
You don't know how worried I am.,eng,0,0,0,0,0,0,0,0,0,eng
Las mujeres de Japón parecen pequeñas y delicadas.,spa,0,0,1,0,0,0,0,0,1,spa
It can't be!,eng,0,0,0,0,0,0,0,0,0,eng
Me llevaría demasiado tiempo explicarte por qué no va a funcionar.,spa,0,0,0,0,0,0,0,0,0,spa
Freud's insights into human behavior led to him being honored as a profound thinker.,eng,0,0,1,0,0,0,0,0,1,eng
How many hours of sleep do you need?,eng,0,0,1,0,0,0,0,0,1,eng
"When I grow up, I want to be a king.",eng,0,0,0,0,0,0,0,0,0,eng
She's asking how that's possible.,eng,0,0,0,0,0,0,0,0,0,eng
Nadie me entiende.,spa,1,0,0,0,0,0,0,0,1,spa
"Ella era diferente de la mayoría de las mujeres de la vecindad, esto porque ella sabía leer y escribir.",spa,0,0,1,0,0,0,0,0,1,spa
啊，我认识这个男人！,cmn,0,0,1,0,0,0,0,0,1,cmn
"Nowadays we want our children to make their own decisions, but we expect those decisions to please us.",eng,0,0,0,0,0,0,0,0,0,eng
It took me more than two hours to translate a few pages of English.,eng,0,0,0,0,0,0,0,0,0,eng
What's the matter? asked the little white rabbit.,eng,0,0,0,1,0,0,0,0,1,eng
我在理发店碰到了他。,cmn,0,0,0,0,0,0,0,0,0,cmn
मेरे पिताजी को अंग्रेज़ी अच्छे से बोलना आता है।,hin,0,0,0,0,0,0,0,0,0,hin
मैंने एक साल के लिए सिगरेट पीना छोड़ दिया था।,hin,0,0,0,0,0,0,0,0,0,hin
会议室正在使用中。,cmn,0,0,0,0,0,0,0,0,0,cmn
男孩们窃窃私语，我知道他们准备做些什么。,cmn,0,0,0,0,0,0,0,0,0,cmn
ये हमारी किताबें हैं।,hin,1,0,0,0,0,0,0,0,1,hin
¿Un gato? preguntó el hombre viejo.,spa,0,0,1,0,0,0,0,0,1,spa
你喜欢什么风格的音乐？,cmn,0,0,0,0,0,0,0,0,0,cmn
நான் உன்னை வெறுக்கிறேன்,tam,0,0,0,0,0,0,0,0,0,tam
"Now that you have passed your test, you can drive on your own.",eng,0,0,0,0,0,0,0,0,0,eng
La gente extranjera me intriga.,spa,0,0,0,0,0,0,0,0,0,spa
Es verdad que no podía saber la verdad.,spa,0,0,0,0,0,0,0,0,0,spa
यह तुम्हारा कुत्ता है।,hin,0,0,0,0,0,0,0,0,0,hin
अपने हाथ अच्छे से धोओ।,hin,0,0,0,0,0,0,0,0,0,hin
要解开谋杀背后潜藏之谜！,cmn,1,0,0,0,0,0,0,0,1,cmn
You have no business complaining about the matter.,eng,0,0,0,0,0,0,0,0,0,eng
நான் உன்னை நம்புகிற அளவிற்கு முட்டாள் இல்லை.,tam,0,0,1,0,0,1,0,0,1,tam
¡No esperes que los demás piensen por ti!,spa,0,0,0,0,0,0,0,0,0,spa
El demonio destruyó Hiroshima y Nagasaki.,spa,0,0,0,0,0,0,0,0,0,spa
मैंने एक लड़की को देखा जिसके बाल उसकी कमर तक आते थे।,hin,1,0,0,0,0,0,0,0,1,hin
我们看见孩子上了车。,cmn,0,0,0,0,0,0,0,0,0,cmn
10 años es un largo tiempo para esperar.,spa,0,0,0,0,0,0,0,0,0,spa
நான் அவள்.,tam,0,0,0,0,0,0,0,0,0,tam
Most people only want to hear their own truth.,eng,0,0,0,0,0,0,0,0,0,eng
我会说法语。,cmn,0,0,0,0,0,0,0,0,0,cmn
¿Qué implica ello?,spa,0,0,0,0,0,0,0,0,0,spa
उसने आमंत्रण को स्वीकार नहीं किया।,hin,0,0,0,0,0,0,0,0,0,hin
Why would you marry a woman if you like men?,eng,0,0,1,0,0,0,0,0,1,eng
"¨¿Viste la televisión la semana pasada?¨ ¨No, no la vi.¨.",spa,0,0,0,0,0,0,0,0,0,spa
"मैं किसी को भी नहीं बाताऊँगा, चाहे जो भी हो।",hin,0,0,0,0,0,0,0,0,0,hin
我们从不支持恐怖主义。,cmn,0,0,0,0,0,0,0,0,0,cmn
我不够钱去旅行。,cmn,0,0,0,0,0,0,0,0,0,cmn
मुम्बई भारतीय राज्य महाराष्ट्र की राजधानी है।,hin,0,0,0,1,0,0,0,0,1,hin
弹吉他的那个男孩是我弟弟。,cmn,0,0,0,0,0,0,0,0,0,cmn
如果我们不吃，就会死。,cmn,1,0,0,0,0,0,0,0,1,cmn
Are you just going to stand there all day?,eng,0,0,0,0,0,0,0,0,0,eng
Un tal Sr. Ito desea verle.,spa,0,0,0,0,0,0,0,0,0,spa
"Si no lo hago ahora, nunca lo haré.",spa,0,0,0,0,0,0,0,0,0,spa
Esto no acabará nunca.,spa,0,0,0,0,0,0,0,0,0,spa
在我看来很有意思！,cmn,0,0,0,0,0,0,0,0,0,cmn
I was rereading the letters you sent to me.,eng,0,0,0,0,0,0,0,0,0,eng
我现在在上班，所以晚点打给你。,cmn,0,0,0,0,0,0,0,0,0,cmn
射手打死了鹿。,cmn,1,0,0,0,0,0,0,0,1,cmn
Estaban tan cansados que no subieron a la montaña.,spa,0,0,0,0,0,0,0,0,0,spa
मुझे आज थोड़ा जल्दी घर जाना है।,hin,0,0,0,0,0,0,0,0,0,hin
我想我懂了。,cmn,0,0,0,0,0,0,0,0,0,cmn
You seem an honest man.,eng,0,0,1,0,0,0,0,0,1,eng
You are in my way.,eng,0,0,0,0,0,0,0,0,0,eng
Ya eres lo suficientemente adulto como saber lo que haces.,spa,0,0,0,0,0,0,0,0,0,spa
तुम कौनसे जूते पहनोगी?,hin,0,0,0,0,0,0,0,0,0,hin
तुम्हारे बदले मैं वहाँ जाऊँगा।,hin,0,0,0,0,0,0,0,0,0,hin
Debo pedirle a alguien que arregle mi procesador de texto.,spa,0,0,0,0,0,0,0,0,0,spa
You look stupid.,eng,0,0,1,0,0,1,0,0,1,eng
उसे कोई भी पसंद नहीं करता क्योंकि वह सारे टाईम अपनी बड़ाई करता रहता है।,hin,0,0,0,0,0,0,0,0,0,hin
"Unlike her, you are diligent.",eng,0,0,0,0,0,0,0,0,0,eng
开门的时候我把锁弄坏了。,cmn,0,0,0,0,0,0,0,0,0,cmn
James had a great fear of making mistakes in class and being reprimanded.,eng,0,0,1,0,0,0,0,0,1,eng
Su médico le dijo que no bebiera alcohol.,spa,0,0,0,0,0,0,0,0,0,spa
Can it be phrased in another way?,eng,0,0,0,0,0,0,0,0,0,eng
我累死了。,cmn,1,0,0,0,0,0,0,0,1,cmn
我在找关于古罗马历史的书。,cmn,0,0,0,0,0,0,0,0,0,cmn
This is the town I told you about.,eng,0,0,0,0,0,0,0,0,0,eng
उसकी दादी ने उसे पाल-पोस कर बड़ा किया था।,hin,0,0,0,0,0,0,0,0,0,hin
