text,language,original_language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate
La mayoría de la gente escribe sobre su vida cotidiana.,spa,spa,0,0,0,1,0,0,0,0,1
मैंने अपने कुत्ते को पालतू जानवरों के कब्रिस्तान में बरी कर दिया।,hin,hin,0,0,0,0,0,0,0,0,0
现在我明白他为什么没去上大学了。,cmn,cmn,0,0,0,0,0,0,0,0,0
我们的屋顶被风吹掉了。,cmn,cmn,0,0,0,0,0,0,0,0,0
How did you enjoy your vacation?,eng,eng,0,0,0,0,0,0,0,0,0
मेरा उसके साथ काफ़ी दिनों से सम्पर्क नहीं हुआ है।,hin,hin,0,0,0,0,0,0,0,0,0
Either you are right or he is.,eng,eng,0,0,0,0,0,0,0,0,0
I need to ask you a silly question.,eng,eng,0,0,0,1,0,0,0,0,1
"If you're tired, why don't you go to sleep? ""Because if I go to sleep now I will wake up too early.""",eng,eng,0,0,0,0,0,0,0,0,0
Tienes que limpiar tu cuarto.,spa,spa,0,0,0,0,0,0,0,0,0
I bear no grudge against you.,eng,eng,0,0,0,1,0,0,0,0,1
The strong should take care of the weak.,eng,eng,0,0,0,1,0,0,0,0,1
¿Qué tal el nuevo trabajo?,spa,spa,0,0,0,0,0,0,0,0,0
आपको मुझे क्षमा करना होगा।,hin,hin,0,0,0,0,0,0,0,0,0
वह संगीत का बहुत शौकीन है।,hin,hin,0,0,0,0,0,0,0,0,0
We are cut from the same cloth.,eng,eng,1,0,0,0,0,0,0,0,1
Él nos explicó su plan a mi hijo y a mí.,spa,spa,0,0,0,0,0,0,0,0,0
यह उसपर भी लागु होता है।,hin,hin,0,0,0,0,0,0,0,0,0
Windows 95 又當機了！,cmn,cmn,0,0,0,0,0,0,0,0,0
நான் ஒரு தவறு செய்தேன்?,tam,tam,0,0,0,0,0,0,0,0,0
他让我一直等着。,cmn,cmn,0,0,0,0,0,0,0,0,0
我会在5点左右打电话给你。,cmn,cmn,1,0,0,0,0,0,0,0,1
“电话响了。”“我去接。”,cmn,cmn,0,0,0,0,0,0,0,0,0
Do you believe war will start?,eng,eng,0,0,0,1,0,0,0,0,1
"On behalf of my classmates, let me say a few words of thanks to you.",eng,eng,0,0,0,0,0,0,0,0,0
La biblioteca está en el segundo piso.,spa,spa,0,0,0,1,0,0,0,0,1
"Democracy is the worst form of government, except all the others that have been tried.",eng,eng,0,0,0,1,0,0,0,0,1
मेरे हाथ गंदे हैं। मैं अपनी साईकल ठीक कर रहा था।,hin,hin,0,0,0,0,0,0,0,0,0
我想，当你从更长远的角度考虑时，情况就会不同了。,cmn,cmn,0,0,0,0,0,0,0,0,0
குனி!,tam,tam,0,0,0,0,0,0,0,0,0
I'm looking forward to seeing you before long.,eng,eng,0,0,0,0,0,0,0,0,0
लड़की ने कमरे में प्रवेश किया.,hin,hin,1,0,0,0,0,0,0,0,1
No sé si tengo tiempo.,spa,spa,0,0,0,0,0,0,0,0,0
你该结束这种愚蠢的行为了。,cmn,cmn,0,0,1,0,0,1,0,0,1
La policía arrestó a un sospechoso de estar relacionado con el atraco.,spa,spa,0,0,0,1,0,0,0,0,1
¿Qué haces antes del desayuno?,spa,spa,0,0,0,0,0,0,0,0,0
तुमने मेरे सामान के साथ क्या किया?,hin,hin,0,0,0,0,0,0,0,0,0
我做完我的功课后，就读这本书。,cmn,cmn,0,0,0,0,0,0,0,0,0
"To the man who only has a hammer in the toolkit, every problem looks like a nail.",eng,eng,0,0,1,0,0,0,0,0,1
你是一个泰卢固人,cmn,cmn,0,0,0,1,0,0,0,0,1
நீ பாஸ்போர்ட்டைஎங்கே வைத்திருக்கிறாய்?,tam,tam,0,0,0,0,0,0,0,0,0
Last summer I traveled to Italy.,eng,eng,0,0,0,1,0,0,0,0,1
He will have left here by the time you return.,eng,eng,0,0,0,0,0,0,0,0,0
"Nuestro profesor dice que nuestra escuela es la primera del estado, y en cierto modo es la verdad.",spa,spa,0,0,0,1,0,0,0,0,1
நீ ஊமை ஆக இருக்கிறாய்,tam,tam,0,0,0,0,0,1,0,0,1
"No olvides echar esta carta, por favor.",spa,spa,0,0,0,1,0,0,0,0,1
तादाशी की आवाज़ बहुत हल्की है।,hin,hin,0,0,0,0,0,0,0,0,0
他刀叉使得很好。,cmn,cmn,0,0,0,0,0,0,0,0,0
Sometimes he can be a strange guy.,eng,eng,0,0,0,1,0,0,0,0,1
मुझे एक गिलास पानी देदीजिए।,hin,hin,0,0,0,0,0,0,0,0,0
तुम्हें यहाँ इंतेज़ार नहीं करना चाहिए।,hin,hin,0,0,0,0,0,0,0,0,0
May I talk to Ms. Brown?,eng,eng,0,0,0,0,0,0,0,0,0
这么做没什么好处。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ella tiene aptitudes de nacimiento como artista.,spa,spa,0,0,0,1,0,0,0,0,1
मुझे अच्छा नहीं लगा।,hin,hin,0,0,0,0,0,0,0,0,0
"मेरी साथी ने कहा भागना तो छोड़ो, वह चलने ले किये भी थकी हुई है.",hin,hin,0,0,0,0,0,0,0,0,0
Your marks were well below average this term.,eng,eng,0,0,0,0,0,0,0,0,0
"¡Oh, mis pantalones blancos! Eran nuevos.",spa,spa,0,0,0,1,0,0,0,0,1
The most perfidious way of harming a cause consists of defending it deliberately with faulty arguments.,eng,eng,0,0,0,1,0,0,0,0,1
வெட்கமில்லாத முட்டாள் சைவன்,tam,tam,0,0,1,0,0,1,1,0,1
Siempre me gustaron más los personajes misteriosos.,spa,spa,0,0,0,1,0,0,0,0,1
A la fiesta vinieron 1000 personas.,spa,spa,0,0,0,1,0,0,0,0,1
"Unlike her, you are diligent.",eng,eng,0,0,0,0,0,0,0,0,0
तुम आदमी हो,hin,hin,0,0,1,0,0,0,0,0,1
Your time is up.,eng,eng,0,0,0,0,0,0,0,0,0
El objetivo de la publicidad es familiarizar al consumidor con el nombre del producto.,spa,spa,0,0,0,0,0,0,0,0,0
走吧。,cmn,cmn,0,0,0,0,0,0,0,0,0
空中有一大片乌云。,cmn,cmn,0,0,0,0,0,0,0,0,0
您相信鬼神之说吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
एक तीर से दो शिकार।,hin,hin,0,0,0,0,0,0,0,0,0
Es necesario reparar el tejado por completo.,spa,spa,0,0,0,0,0,0,0,0,0
"Si buscas las letras, realmente no significan mucho.",spa,spa,0,0,0,1,0,0,0,0,1
There are many tourists in the city on holidays.,eng,eng,0,0,1,1,0,0,0,0,1
आओ मैं तुम्हारे लिए खाना परोस देती हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
"You say Nessie is an imaginary being, but I think she exists.",eng,eng,0,0,0,1,0,0,0,0,1
¿Qué tal estuvo el concierto?,spa,spa,0,0,0,1,0,0,0,0,1
Please come and see us sometime during the vacation.,eng,eng,0,0,0,0,0,0,0,0,0
这个炸弹可以炸死很多人。,cmn,cmn,1,0,0,0,0,0,0,0,1
La pizza es mi comida favorita.,spa,spa,0,0,0,0,0,0,0,0,0
आजकल अंग्रेज़ी अच्छे से बोलना जानना बहुत ज़रूरी है।,hin,hin,0,0,0,0,0,0,0,0,0
来我家吧。,cmn,cmn,0,0,0,0,0,0,0,0,0
她的悲伤无法言喻。,cmn,cmn,0,0,0,0,0,0,0,0,0
我看見你和一個個子高的男孩在一起。,cmn,cmn,0,0,0,0,0,0,0,0,0
You mustn't enter this room without permission.,eng,eng,0,0,0,1,0,0,0,0,1
年轻人应该尊敬老人。,cmn,cmn,0,0,0,0,0,0,0,0,0
这是战斗发生的地方。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Since I failed last year, I don't want to try again.",eng,eng,0,0,0,1,0,0,0,0,1
You can't go naked in this hotel.,eng,eng,0,0,0,0,0,0,0,0,0
El amor nació reemplazando la hostilidad.,spa,spa,0,0,0,1,0,0,0,0,1
என் மகனைப் பற்றி பெருமைப் படுகிறேன்,tam,tam,0,0,0,0,0,0,0,0,0
रविवार को खुला होता है क्या?,hin,hin,0,0,0,0,0,0,0,0,0
Hemos gastado toda la crema.,spa,spa,0,0,0,1,0,0,0,0,1
他的狀態的確改善了。,cmn,cmn,0,0,0,0,0,0,0,0,0
வேகமாக வா.,tam,tam,0,0,0,0,0,0,0,0,0
दुष्ट मार बौद्ध,hin,hin,1,0,1,0,0,0,1,0,1
Él es la persona que vive al lado nuestro.,spa,spa,0,0,0,1,0,0,0,0,1
"If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.",eng,eng,0,0,0,1,0,0,0,0,1
我真的不知道。,cmn,cmn,0,0,0,0,0,0,0,0,0
你是一个达利特,cmn,cmn,0,0,0,1,0,0,0,0,1
那是一支铅笔。,cmn,cmn,0,0,0,0,0,0,0,0,0
船和火车哪个跑得快？,cmn,cmn,0,0,0,0,0,0,0,0,0
दवाई लो।,hin,hin,0,0,0,0,0,0,0,0,0
मतलबी इनसान केवल अपनी भावनाओं के बारे में ही सोचता है।,hin,hin,0,0,0,0,0,0,0,0,0
他甚麼也沒有和別人說，但秘密地告訴了我他想結婚。,cmn,cmn,0,0,0,0,0,0,0,0,0
你的新电脑运行得好吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
A teacher should never make fun of a pupil who makes a mistake.,eng,eng,0,0,0,1,0,0,0,0,1
Can you manage to complete the manuscript by Friday?,eng,eng,0,0,1,1,0,0,0,0,1
Me baño una vez al día.,spa,spa,0,0,0,0,0,0,0,0,0
You make mistakes if you do things in a hurry.,eng,eng,0,0,0,1,0,0,0,0,1
如果沒有字典，學英文應該是很難的事吧。,cmn,cmn,0,0,0,0,0,0,0,0,0
दुकान कल बंद होगा।,hin,hin,0,0,0,0,0,0,0,0,0
¡¿Acaso te quieres burlar de mí?!,spa,spa,0,0,0,0,0,0,0,0,0
Es cierto que él está enfermo.,spa,spa,0,0,0,1,0,0,0,0,1
该由你来决定我们去不去那儿。,cmn,cmn,0,0,0,0,0,0,0,0,0
इस उपन्यास का लेखक कौन है?,hin,hin,0,0,0,0,0,0,0,0,0
You must go to bed now.,eng,eng,0,0,0,1,0,0,0,0,1
पिताजी हाल ही में जापान लौट आए हैं।,hin,hin,0,0,0,0,0,0,0,0,0
Él explicó el proceso de construir un bote.,spa,spa,0,0,0,1,0,0,0,0,1
John比我大两岁。,cmn,cmn,0,0,0,0,0,0,0,0,0
¿No le has dicho nada?,spa,spa,0,0,0,0,0,0,0,0,0
உனக்கு இது பிடிக்கலேன்னா நான் நிறுத்திடறேன்.,tam,tam,0,0,0,0,0,0,0,0,0
没人帮我找到正确答案。,cmn,cmn,0,0,0,0,0,0,0,0,0
मैं थकान से मरा जा रहा हूँ।,hin,hin,1,0,0,0,0,0,0,0,1
मैंने सुबह के नाश्ते में चाय के साथ नान ली।,hin,hin,0,0,0,0,0,0,0,0,0
You cannot take a picture in the theater without permission.,eng,eng,0,0,0,0,0,0,0,0,0
Estoy embarazada de cuatro meses.,spa,spa,0,0,0,1,0,0,0,0,1
战争不会使任何人幸福。,cmn,cmn,0,0,0,0,0,0,0,0,0
我的名字叫Hopkins。,cmn,cmn,0,0,0,0,0,0,0,0,0
Él a veces va al trabajo en coche.,spa,spa,0,0,0,0,0,0,0,0,0
मोटे मत हो जाना।,hin,hin,0,0,0,0,0,0,0,0,0
I grew tomatoes last year and they were very good.,eng,eng,0,0,0,1,0,0,0,0,1
तुम औरत हो,hin,hin,0,0,1,0,0,0,0,0,1
तुम हत्या हो,hin,hin,1,0,0,0,0,0,0,0,1
毕加索是个人尽皆知的著名艺术家。,cmn,cmn,0,0,0,0,0,0,0,0,0
Where is your school?,eng,eng,0,0,0,1,0,0,0,0,1
Devuélvele el dinero inmediatamente.,spa,spa,0,0,0,0,0,0,0,0,0
¿Qué tomas para desayunar?,spa,spa,0,0,0,0,0,0,0,0,0
我的房间号是多少？,cmn,cmn,0,0,0,0,0,0,0,0,0
他不會打倒我的。,cmn,cmn,1,0,0,0,0,0,0,0,1
¿Podría indicarme con este mapa?,spa,spa,0,0,0,1,0,0,0,0,1
Toma esta medicina y te pondrás bien.,spa,spa,0,0,0,1,0,0,0,0,1
Ese aeropuerto está en la Bahía de Osaka.,spa,spa,0,0,0,1,0,0,0,0,1
Are you meeting someone here?,eng,eng,0,0,0,0,0,0,0,0,0
You are man,eng,eng,0,0,1,0,0,0,0,0,1
मैं आपके अच्छेपन को कभी नहीं भूलूँगा।,hin,hin,0,0,0,0,0,0,0,0,0
你怎么拼“pretty”？,cmn,cmn,0,0,0,0,0,0,0,0,0
"A juzgar por lo que ella dice, él es culpable.",spa,spa,0,0,0,0,0,0,0,0,0
कुछ लोग संविधान को सुधारना चाहते हैं।,hin,hin,0,0,0,0,0,0,0,0,0
It is hard to distinguish you from your brother.,eng,eng,0,0,0,1,0,0,0,0,1
A delivery man is dropping off an arrangement of artificial flowers.,eng,eng,0,0,1,0,0,0,0,0,1
奈良是个非常古老的城市。,cmn,cmn,0,0,0,0,0,0,0,0,0
我爸爸的房间很宽敞。,cmn,cmn,0,0,0,0,0,0,0,0,0
一艘船掉了头。,cmn,cmn,0,0,0,0,0,0,0,0,0
人类不同于动物是因为他们会思考和说话。,cmn,cmn,0,0,0,0,0,0,0,0,0
I'd like to stay for one night.,eng,eng,0,0,0,1,0,0,0,0,1
I'll stay here till you get back.,eng,eng,0,0,0,1,0,0,0,0,1
你是一个泰米尔人,cmn,cmn,0,0,0,1,0,0,0,0,1
The bridge is made of stone.,eng,eng,0,0,0,1,0,0,0,0,1
You must not forget your schoolbooks.,eng,eng,0,0,0,1,0,0,0,0,1
हमने बच्चे को बस पर चढ़ते हुए देखा।,hin,hin,0,0,0,0,0,0,0,0,0
Your suggestion amounts to an order.,eng,eng,0,0,0,1,0,0,0,0,1
No quiero que haya malentendidos.,spa,spa,0,0,0,0,0,0,0,0,0
टोनी अच्छी तरह से टेन्निस खेल सकता है.,hin,hin,0,0,0,0,0,0,0,0,0
Seguramente él aprobará el examen de ingreso.,spa,spa,0,0,0,0,0,0,0,0,0
El acusado debe aparecer ante la corte el día viernes.,spa,spa,0,0,0,0,0,0,0,0,0
Él perdió todo lo que tenía.,spa,spa,0,0,0,0,0,0,0,0,0
"एक, दो, तीन, चार, पाँच, छः, सात, आठ, नौ, दस।",hin,hin,0,0,0,0,0,0,0,0,0
Eres sexo,spa,spa,0,0,1,0,0,0,0,0,1
मैं अक्ल का मारा था जो तुम्हें वह समझाने की कोशिश करने बैठा जिसकी मुझे खुद ही समझ नहीं थी।,hin,hin,1,0,0,0,0,0,0,0,1
She got sick this weekend.,eng,eng,0,0,0,0,0,0,0,0,0
这些橘子已经腐烂了.,cmn,cmn,0,0,0,0,0,0,0,0,0
Tom tiene un gato negro.,spa,spa,0,0,0,1,0,0,0,0,1
You must inform your superior of the results.,eng,eng,0,0,0,1,0,0,0,0,1
La compañía ABC está otra vez en números rojos.,spa,spa,0,0,0,1,0,0,0,0,1
"你有几个姐姐,几个哥哥?",cmn,cmn,0,0,0,0,0,0,0,0,0
有一天，我会跑得像风一样快。,cmn,cmn,0,0,0,0,0,0,0,0,0
My sister married a high school teacher last June.,eng,eng,0,0,0,1,0,0,0,0,1
Seguramente me gustará este libro.,spa,spa,0,0,0,1,0,0,0,0,1
"तुम चाहते थे मैं कोई काम ढूँढूं, इसलिए मैंने ढून्ढ लिया.",hin,hin,0,0,1,0,0,0,0,0,1
पुरानी मेज़ अभी भी इस्तेमाल में है।,hin,hin,0,0,0,0,0,0,0,0,0
无耻 杀 穆斯林,cmn,cmn,1,0,1,0,0,0,1,0,1
I will help him no matter what you say.,eng,eng,0,0,0,0,0,0,0,0,0
Your second button is coming off.,eng,eng,0,0,0,0,0,0,0,0,0
摄像机对我而言是必需品。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ya es hora de que vayas a la cama. Apaga la radio.,spa,spa,0,0,0,0,0,0,0,0,0
"Si te pierdes por la calle, pregunta a un policía.",spa,spa,0,0,0,0,0,0,0,0,0
क्या यह काला नहीं है?,hin,hin,0,0,0,1,0,0,0,0,1
不要邊吃東西邊看書。,cmn,cmn,0,0,0,0,0,0,0,0,0
Está prohibido fumar en el trabajo.,spa,spa,0,0,0,1,0,0,0,0,1
நீ கொலை ஆக இருக்கிறாய்,tam,tam,1,0,0,0,0,0,0,0,1
我没发现任何我该道歉的理由。,cmn,cmn,0,0,0,0,0,0,0,0,0
I'm thirsty.,eng,eng,0,0,0,1,0,0,0,0,1
भैंस के आगे बीन बजाना।,hin,hin,0,0,0,0,0,0,0,0,0
Dime la razón por la que ella está llorando.,spa,spa,0,0,0,1,0,0,0,0,1
इस डब्बे में पाँच सेव हैं।,hin,hin,0,0,0,0,0,0,0,0,0
भारत में कल एक बड़ा भूकम्प हुआ था।,hin,hin,0,0,0,0,0,0,0,0,0
Today is June 18th and it is Muiriel's birthday!,eng,eng,0,0,0,0,0,0,0,0,0
"Él dijo, ""La administración japonesa debe aprender como tratar con los trabajadores americanos"".",spa,spa,0,0,0,1,0,0,0,0,1
उसके हिसाब से वह नहीं आ रही।,hin,hin,0,0,0,0,0,0,0,0,0
Cada año aparecen unos 4500 LPs de pop.,spa,spa,0,0,0,0,0,0,0,0,0
我今天有很多事要做。,cmn,cmn,0,0,0,0,0,0,0,0,0
Eres golpear,spa,spa,1,0,0,0,0,0,0,0,1
You may as well keep it a secret.,eng,eng,0,0,0,0,0,0,0,0,0
No pude ir porque mi madre estaba enferma.,spa,spa,0,0,0,1,0,0,0,0,1
我差不多完成了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Vine a Tokio hace tres años y he estado viviendo aquí desde entonces.,spa,spa,0,0,0,1,0,0,0,0,1
无耻 无耻 佛教,cmn,cmn,0,0,1,0,0,0,1,0,1
最后三周，Jim一直试图带我出去吃饭。,cmn,cmn,0,0,0,0,0,0,0,0,0
La ayuda de ella es imprescindible para que el plan tenga éxito.,spa,spa,0,0,0,1,0,0,0,0,1
"Life is not an exact science, it is an art.",eng,eng,0,0,0,1,0,0,0,0,1
टॉम बिल्कुल सही था।,hin,hin,0,0,0,0,0,0,0,0,0
लगता है शाम होने से पहले बारिश होगी।,hin,hin,0,0,0,0,0,0,0,0,0
तुम पागल हो,hin,hin,0,0,1,0,0,1,0,0,1
तुम्हारे घर का फ़ोन नम्बर क्या है?,hin,hin,0,0,0,0,0,0,0,0,0
Si sigue este camino recto llegará a la oficina de correos.,spa,spa,0,0,0,1,0,0,0,0,1
man bad sikh,eng,eng,0,0,1,0,0,0,1,0,1
Es lo que tú dices.,spa,spa,0,0,0,0,0,0,0,0,0
Lo que a él le gusta es la gelatina.,spa,spa,0,0,0,1,0,0,0,0,1
You had better study English thoroughly.,eng,eng,0,0,0,1,0,0,0,0,1
நீ தாக்கு ஆக இருக்கிறாய்,tam,tam,1,0,0,0,0,0,0,0,1
मुझे मूर्ख बनना पसंद नहीं है।,hin,hin,0,0,0,0,0,0,0,0,0
चीन की जनसंख्या भारत की से बड़ी है।,hin,hin,0,0,0,0,0,0,0,0,0
Ella siempre intenta hacer lo que piensa.,spa,spa,0,0,0,0,0,0,0,0,0
You must do it at once.,eng,eng,0,0,0,1,0,0,0,0,1
Can you justify the use of violence?,eng,eng,0,0,0,1,0,0,0,0,1
Ha sido una mañana realmente ocupada.,spa,spa,0,0,0,0,0,0,0,0,0
El doctor le recomendó descansar.,spa,spa,0,0,0,1,0,0,0,0,1
那就是问题所在了。,cmn,cmn,0,0,0,0,0,0,0,0,0
डॉक्टर ने उससे कहा कि उसे आराम लेना चाहिए।,hin,hin,0,0,0,0,0,0,0,0,0
I find words with concise definitions to be the easiest to remember.,eng,eng,0,0,0,1,0,0,0,0,1
La astronomía es la ciencia del universo.,spa,spa,0,0,0,1,0,0,0,0,1
बच्चों ने एक-दूसरे की नकल करने की कोशिश करी।,hin,hin,0,0,0,0,0,0,0,0,0
क्या तुमने उस से बीते दिनों में वार्तालाप की है?,hin,hin,0,0,0,0,0,0,0,0,0
Fui al aeropuerto a despedir a un amigo.,spa,spa,0,0,0,0,0,0,0,0,0
Él escribió esta novela a los 20 años.,spa,spa,0,0,0,1,0,0,0,0,1
हमको इस घटना की तहकीकात करने में कम-से-कम तीन हफ़्ते लगेंगे।,hin,hin,0,0,0,0,0,0,0,0,0
मुझे नया स्कैनर खरीदना है।,hin,hin,0,0,0,0,0,0,0,0,0
You must take off your hat in the room.,eng,eng,0,0,0,1,0,0,0,0,1
¿Qué será lo que determina las rutas de ferrocarril?,spa,spa,0,0,0,0,0,0,0,0,0
Admito que esta probablemente no es la mejor forma de hacerlo.,spa,spa,0,0,0,1,0,0,0,0,1
बेकरी में काम करनेवाली वह लड़की क्यूट है।,hin,hin,0,0,1,0,0,0,0,0,1
Your mother has made you what you are.,eng,eng,0,0,0,0,0,0,0,0,0
万一你生病了，吃这个药。,cmn,cmn,0,0,0,0,0,0,0,0,0
我祖父生于1920年。,cmn,cmn,0,0,0,0,0,0,0,0,0
我受胃痛折磨。,cmn,cmn,0,0,0,0,0,0,0,0,0
"No me gustan estas tazas, las de la mesa me gustan más.",spa,spa,0,0,0,1,0,0,0,0,1
perra morir musulmán,spa,spa,1,0,1,0,0,0,1,0,1
उसको अपने फिरसे फ़ेल हो जाने पर शर्मिन्दगी महसूस हो रही है।,hin,hin,0,0,0,0,0,0,0,0,0
जापान तेल के लिए दूसरे देशों पर निर्भर है।,hin,hin,0,0,0,0,0,0,0,0,0
你是一个婊子,cmn,cmn,0,0,1,0,0,0,0,0,1
I just don't know what to say.,eng,eng,0,0,0,1,0,0,0,0,1
他不小心打到了我。,cmn,cmn,1,0,0,0,0,0,0,0,1
我能拉窗帘吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
我不能明白他說的「megafeps」是甚麼意思。,cmn,cmn,0,0,0,0,0,0,0,0,0
ஏன்,tam,tam,0,0,0,0,0,0,0,0,0
No se veía ni una estrella.,spa,spa,0,0,0,1,0,0,0,0,1
Do you like fish?,eng,eng,0,0,0,0,0,0,0,0,0
Es raro que él llegue tan tarde.,spa,spa,0,0,0,0,0,0,0,0,0
沒有音樂就沒有生命。,cmn,cmn,0,0,0,0,0,0,0,0,0
我们去年遇到了赤字。,cmn,cmn,0,0,0,0,0,0,0,0,0
अपनी अंग्रेज़ी सुधारने की कोशिश करो।,hin,hin,0,0,0,0,0,0,0,0,0
हिरण अकेले दौड़ रहा था।,hin,hin,0,0,0,0,0,0,0,0,0
நீ பெண் ஆக இருக்கிறாய்,tam,tam,0,0,1,0,0,0,0,0,1
Close the door when you leave.,eng,eng,0,0,0,0,0,0,0,0,0
La guerra real es mucho más terrible que esta historia.,spa,spa,0,0,0,1,0,0,0,0,1
You must get rid of that bad habit.,eng,eng,0,0,1,1,0,0,0,0,1
"En el aspecto de tener un objetivo, ella es distinta a otras personas.",spa,spa,0,0,0,1,0,0,0,0,1
我要买辆新车。,cmn,cmn,0,0,0,0,0,0,0,0,0
Who is coming with me?,eng,eng,0,0,0,0,0,0,0,0,0
நான் தூங்குகிறேன்.,tam,tam,0,0,0,0,0,0,0,0,0
मैंने ट्रेन स्टेशन से निकलने के समय एक आदमी को देखा।,hin,hin,0,0,1,0,0,0,0,0,1
¿Tienes cámara fotográfica?,spa,spa,0,0,0,0,0,0,0,0,0
You should pay attention to your well-being.,eng,eng,0,0,0,0,0,0,0,0,0
Mi tío conduce un Ford.,spa,spa,0,0,0,0,0,0,0,0,0
Let's take advantage of the vacation to mow the lawn.,eng,eng,0,0,0,0,0,0,0,0,0
You have no business doing it.,eng,eng,0,0,0,0,0,0,0,0,0
म्यूरियल अब बीस साल की है।,hin,hin,0,0,0,0,0,0,0,0,0
You are tamil,eng,eng,0,0,0,1,0,0,0,0,1
दरवाज़े को खुला मत छोड़ो।,hin,hin,0,0,0,0,0,0,0,0,0
यह पक्षी न तो जापान में रहता है न चीन में।,hin,hin,0,0,0,0,0,0,0,0,0
"वे रोम गएं, जहां उन्हें कई पुरानी इमारतें दिखीं।",hin,hin,1,0,0,0,0,0,0,0,1
Food and drink were served in such profusion at the wedding that the bride and groom began to wonder if they should not have invited more guests.,eng,eng,0,0,0,1,0,0,0,0,1
"Él ya no vendrá, dijo el hombre que fumaba.",spa,spa,0,0,1,0,0,0,0,0,1
I advise you to be careful in making notes for the lecture.,eng,eng,0,0,0,0,0,0,0,0,0
Las microondas penetran en el interior de los alimentos.,spa,spa,0,0,0,0,0,0,0,0,0
这条河水流湍急。,cmn,cmn,0,0,0,0,0,0,0,0,0
I look forward to meeting you again soon.,eng,eng,0,0,0,0,0,0,0,0,0
¡Dele alpiste al pájaro!,spa,spa,0,0,0,1,0,0,0,0,1
¿Qué tal estuvo la fiesta?,spa,spa,0,0,0,1,0,0,0,0,1
Ella sabe hablar español.,spa,spa,0,0,0,0,0,0,0,0,0
Ella me invitó a su casa.,spa,spa,0,0,0,0,0,0,0,0,0
Nunca se es demasiado viejo para aprender.,spa,spa,0,0,0,0,0,0,0,0,0
Kyoto gets lots of visitors from all over the world.,eng,eng,0,0,0,0,0,0,0,0,0
एक पंथ दो काज।,hin,hin,0,0,0,0,0,0,0,0,0
她不關心別人；也就是說，她很自私。,cmn,cmn,0,0,0,0,0,0,0,0,0
I will be seeing her again one of these days.,eng,eng,0,0,0,0,0,0,0,0,0
Ella encerró al niño en la habitación hasta que parara de llorar.,spa,spa,0,0,0,1,0,0,0,0,1
¿Esta carta la escribió Mary?,spa,spa,0,0,0,1,0,0,0,0,1
जन्मदिन कैसा था?,hin,hin,0,0,0,0,0,0,0,0,0
Kyoto is famous for its shrines and temples.,eng,eng,0,0,0,0,0,0,0,0,0
知足常乐。,cmn,cmn,0,0,0,0,0,0,0,0,0
Él tiene unos 40 años.,spa,spa,0,0,0,0,0,0,0,0,0
I'm beside myself with joy.,eng,eng,0,0,0,0,0,0,0,0,0
Él es italiano.,spa,spa,0,0,0,0,0,0,0,0,0
Esa tabla de horarios no es fiable.,spa,spa,0,0,0,0,0,0,0,0,0
कुत्ता रातभर भौंकता रहा।,hin,hin,0,0,0,0,0,0,0,0,0
¿Podrías hacerlo por mí otra vez?,spa,spa,0,0,0,0,0,0,0,0,0
How about stopping over at Kyoto and sightseeing at the old capital?,eng,eng,0,0,0,1,0,0,0,0,1
Elephants are the largest land animals alive today.,eng,eng,0,0,0,1,0,0,0,0,1
क्या तुम मुझे कुछ पैसे उधार दोगे?,hin,hin,0,0,0,0,0,0,0,0,0
Perdona que llegue tarde.,spa,spa,0,0,0,0,0,0,0,0,0
What are you staring at?,eng,eng,0,0,0,1,0,0,0,0,1
Your success depends on your efforts.,eng,eng,0,0,0,0,0,0,0,0,0
அவனுக்கு நம்மைப் தெரியும் என்று தோன்றுகிறது,tam,tam,0,0,0,0,0,0,0,0,0
You should have attended the meeting.,eng,eng,0,0,0,0,0,0,0,0,0
"No, estoy de acuerdo.",spa,spa,0,0,0,1,0,0,0,0,1
Shoes are sold in pairs.,eng,eng,0,0,0,0,0,0,0,0,0
让我知道是否有什么我能做的。,cmn,cmn,0,0,0,0,0,0,0,0,0
También me gusta la voz de ese cantante.,spa,spa,0,0,0,1,0,0,0,0,1
Quien tiene un amigo tiene un tesoro.,spa,spa,0,0,0,0,0,0,0,0,0
"Your composition is very good, and it has few mistakes.",eng,eng,0,0,0,1,0,0,0,0,1
Me mostró su álbum de fotos.,spa,spa,0,0,0,1,0,0,0,0,1
直到那時我才真正感到害怕。,cmn,cmn,0,0,0,0,0,0,0,0,0
Cuesta una barbaridad.,spa,spa,0,0,0,1,0,0,0,0,1
मुझे अपने पिता की ग़रीबी पर शर्म नहीं आती है।,hin,hin,0,0,0,0,0,0,0,0,0
You really don't have the right priorities!,eng,eng,0,0,0,0,0,0,0,0,0
他每天去学校学习。,cmn,cmn,0,0,0,0,0,0,0,0,0
